,id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,production
4488,72358,tt0763831,0.736973,40000000,22044277,A Thousand Words,Eddie Murphy|Allison Janney|Cliff Curtis|Clark Duke|Kerry Washington,http://www.thousandwordsmovie.com/,Brian Robbins,He only has 1000 words left to discover what matters the most.,liar|literary agent,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja (Cliff Curtis) for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner.",91,Drama|Comedy,Paramount Pictures|DreamWorks SKG|Saturn Films|Varsity Pictures,2012-03-07,230,5.8,2012,37989771.2541,20936426.0173,Paramount Pictures
4515,82679,tt1663143,0.615971,14000000,11417362,Fun Size,Victoria Justice|Jackson Nicoll|Chelsea Handler|Josh Pence|Jane Levy,,Josh Schwartz,Some people just can't handle Halloween.,halloween|friends|trick or treating|boyfriend girlfriend relationship,"Wren (Victoria Justice) is invited to a Halloween party by her crush, Aaron Riley (Thomas McDonell), but she is also forced by her mother (Chelsea Handler) to take her oddball little brother Albert (Jackson Nicoll) with her when she goes out trick-or-treating on Halloween. When she goes to the party instead, she loses him and must find him before her mother finds out.",87,Comedy,Paramount Pictures|Nickelodeon Movies|Anonymous Content|Fake Empire,2012-10-25,83,5.4,2012,13296419.9389,10843574.2676,Paramount Pictures
4522,82687,tt1694020,0.595211,40000000,41863726,The Guilt Trip,Seth Rogen|Barbra Streisand|Yvonne Strahovski|Colin Hanks|Adam Scott,,Anne Fletcher,Get ready for one mother of a road trip,inventor|road trip|woman director,An inventor and his mom hit the road together so he can sell his latest invention.,95,Comedy,Paramount Pictures|Skydance Productions,2012-12-19,210,5.3,2012,37989771.2541,39759834.3646,Paramount Pictures
4534,82990,tt2109184,0.557661,5000000,142817992,Paranormal Activity 4,Katie Featherston|Kathryn Newton|Matt Shively|Brady Allen|Sprague Grayden,,Henry Joost|Ariel Schulman,It's closer than you think,garage|poltergeist|webcam|imaginary friend|broken neck,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",95,Horror,Paramount Pictures|Blumhouse Productions|Room 101|Solana Films,2012-10-17,352,5.3,2012,4748721.40676,135640571.176,Paramount Pictures
4903,101267,tt2215719,0.050524,12000000,32726956,Katy Perry: Part of Me,Katy Perry|Russell Brand|Shannon Woodward|Rachael Markarian|Mia Moretti,http://www.katyperry.com/movie/,Dan Cutforth|Jane Lipsitz,Be yourself and you can be anything,woman director,"Giving fans unprecedented access to the real life of the music sensation, Katy Perry: Part of Me exposes the hard work, dedication and phenomenal talent of a girl who remained true to herself and her vision in order to achieve her dreams. Featuring rare behind-the-scenes interviews, personal moments between Katy and her friends, and all-access footage of rehearsals, choreography, Katy’s signature style and more, Katy Perry: Part of Me reveals the singer’s unwavering belief that if you can be yourself, then you can be anything.",93,Documentary|Music,Paramount Pictures|Imagine Entertainment|MTV Films|Insurge Pictures,2012-06-28,63,6.5,2012,11396931.3762,31082239.3071,Paramount Pictures
4956,310,tt0315327,2.899533,80000000,484572835,Bruce Almighty,Jim Carrey|Jennifer Aniston|Philip Baker Hall|Catherine Bell|Lisa Ann Walter,http://www.brucealmighty.com/,Tom Shadyac,In Bruce we trust,christianity|moon|responsability|moses|street gang,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",101,Fantasy|Comedy,Universal Pictures|Spyglass Entertainment|Shady Acres Entertainment|Pit Bull Productions,2003-05-23,1706,6.3,2003,94828211.5826,574389691.557,Universal Pictures
4963,8273,tt0328828,2.182292,55000000,231449203,American Wedding,Jason Biggs|Alyson Hannigan|Seann William Scott|Eddie Kaye Thomas|Thomas Ian Nicholas,,Jesse Dylan,Forever hold your piece.,handcuffs|sister sister relationship|spanner|blow job|stag night,"With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",103,Comedy|Romance,Universal Pictures|Zide-Perry Productions|LivePlanet|Loumolo & Co.,2003-08-01,662,6.0,2003,65194395.463,274348924.909,Universal Pictures
4965,9654,tt0317740,1.798132,60000000,176070171,The Italian Job,Mark Wahlberg|Charlize Theron|Jason Statham|Edward Norton|Fausto Callegarini,http://www.italianjobmovie.com/,F. Gary Gray,Get in. Get out. Get even.,venice|california|train station|helicopter|austria,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.",111,Thriller|Action|Crime,Paramount Pictures|De Line Pictures|Working Title Films,2003-05-30,1295,6.6,2003,71121158.687,208705242.862,Paramount Pictures
4969,9486,tt0274166,1.661911,40000000,160583018,Johnny English,Rowan Atkinson|John Malkovich|Natalie Imbruglia|Tasha de Vasconcelos|Ben Miller,,Peter Howitt,"He knows no fear, he knows no danger, he knows nothing.",spy|hero|queen|intelligence|coronation,Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot.,88,Adventure|Action|Comedy,Universal Pictures|StudioCanal,2003-04-06,514,6.0,2003,47414105.7913,190347505.093,Universal Pictures
4971,10601,tt0316396,1.650018,100000000,121975011,Peter Pan,Jeremy Sumpter|Jason Isaacs|Rachel Hurd-Wood|Richard Briers|Olivia Williams,,P.J. Hogan,All children grow up except one.,flying|liberation|fairy|peter pan|pirate gang,"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland.",113,Adventure|Fantasy|Family,Columbia Pictures|Universal Pictures|Revolution Studios|Quinta Communications,2003-12-25,391,6.7,2003,118535264.478,144583401.886,Universal Pictures
4973,10028,tt0322589,1.635524,18000000,62646763,Honey,Jessica Alba|Mekhi Phifer|Joy Bryant|Romeo Miller|David Moscow,,Bille Woodruff,Her dream. Her terms,new york|dancing|hip-hop|dream|dance,"Honey Daniels (Jessica Alba) dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director (David Moscow) who casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.",94,Music,Universal Pictures|Marc Platt Productions|NuAmerica Entertainment,2003-11-24,156,6.0,2003,21336347.6061,74258506.2091,Universal Pictures
4975,1584,tt0332379,1.622704,35000000,131282949,The School of Rock,Jack Black|Joan Cusack|Mike White|Sarah Silverman|Adam Pascal,http://www.schoolofrockmovie.com/,Richard Linklater,He just landed the gig of his life: 5th grade.,rock and roll|rock|high school|music band,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",108,Comedy|Music,Paramount Pictures,2003-10-03,767,6.6,2003,41487342.5674,155616590.812,Paramount Pictures
4978,1996,tt0325703,1.569435,95000000,156505388,Lara Croft Tomb Raider: The Cradle of Life,Angelina Jolie|Gerard Butler|Noah Taylor|Djimon Hounsou|Til Schweiger,,Jan de Bont,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,riddle|treasure|medaillon|kenia|alexander the great,"Intrepid British archaeologist Lara Croft has made perhaps the most important archaeological discovery in history: an orb that leads to the mythical Pandora's Box. Unfortunately, the orb falls into the hands of Jonathan Reiss, an evil scientist who deals in killer viruses and hopes to sell the secrets of the box as the ultimate weapon.",117,Action|Adventure|Fantasy|Thriller,Paramount Pictures|Toho-Towa|Mutual Film Company|Lawrence Gordon Productions|British Broadcasting Corporation (BBC),2003-07-21,994,5.5,2003,112608501.254,185514075.589,Paramount Pictures
4981,8619,tt0311113,1.491266,150000000,212011111,Master and Commander: The Far Side of the World,Russell Crowe|Paul Bettany|James D'Arcy|Billy Boyd|Joseph Morgan,http://www.masterandcommanderthefarsideoftheworld.com/,Peter Weir,The Courage to Do the Impossible Lies in the Hearts of Men,naturalist|frigate|self surgery|sea battle|weevil,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",138,Adventure,Universal Pictures|Twentieth Century Fox Film Corporation|Samuel Goldwyn Films|Miramax,2003-11-14,434,6.6,2003,177802896.717,251307931.147,Universal Pictures
4986,9341,tt0298814,1.412067,60000000,74208267,The Core,Aaron Eckhart|Hilary Swank|Delroy Lindo|Stanley Tucci|Tchéky Karyo,,Jon Amiel,Earth has a deadline.,magnetic field|center of the earth|disaster film,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.",136,Action|Thriller|Adventure|Science Fiction,Paramount Pictures|David Foster Productions|Horsepower Films|LivePlanet|Core Productions,2003-03-28,278,5.3,2003,71121158.687,87962965.5532,Paramount Pictures
4987,1927,tt0286716,1.387163,137000000,245360480,Hulk,Eric Bana|Jennifer Connelly|Sam Elliott|Josh Lucas|Nick Nolte,,Ang Lee,Unleash the hero within,san francisco|monster|mutation|berkeley|transformation,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",138,Action|Science Fiction,Universal Pictures|Good Machine|Valhalla Motion Pictures|Marvel Enterprises,2003-06-19,850,5.2,2003,162393312.335,290838693.893,Universal Pictures
4991,9919,tt0251127,1.209598,50000000,177371441,How to Lose a Guy in 10 Days,Kate Hudson|Matthew McConaughey|Kathryn Hahn|Annie Parisse|Adam Goldberg,,Donald Petrie,One of them is lying. So is the other.,new york|bet|journalist|therapist|advertising expert,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.",116,Comedy|Romance,Paramount Pictures,2003-02-07,499,6.2,2003,59267632.2391,210247706.698,Paramount Pictures
4997,10588,tt0312528,1.101383,0,0,The Cat in the Hat,Mike Myers|Dakota Fanning|Spencer Breslin|Kelly Preston|Alec Baldwin,,Bo Welch,Don't mess with the hat.,boredom|chaos|siblings|step father|spaß,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.",82,Comedy|Fantasy|Family,Imagine Entertainment|DreamWorks SKG|Universal Pictures,2003-11-21,189,5.0,2003,0.0,0.0,Universal Pictures
5000,9562,tt0300556,1.047214,80000000,19480739,Timeline,Paul Walker|Frances O'Connor|Gerard Butler|Billy Connolly|David Thewlis,,Richard Donner,They had to travel into the past to save the future,professor|time travel|hundred years' war|excavation|la roque,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.,116,Action|Adventure|Science Fiction,Paramount Pictures|Donners' Company|Mutual Film Company|Cobalt Media Group|Artists Production Group (APG),2003-11-26,176,5.1,2003,94828211.5826,23091545.496,Paramount Pictures
5001,9620,tt0338337,1.024891,60000000,96269812,Paycheck,Ben Affleck|Aaron Eckhart|Uma Thurman|Paul Giamatti|Colm Feore,,John Woo,Remember the future.,prophecy|engineer|scientist|millionaire,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.",119,Action|Adventure|Mystery|Science Fiction|Thriller,Paramount Pictures|DreamWorks SKG|Davis Entertainment|Lion Rock Productions|Province of British Columbia Film Incentive BC,2003-12-25,343,5.7,2003,71121158.687,114113676.267,Paramount Pictures
